Interval,GMTIntervalEnd,BAA,Settlement Location,Pnode,LMP,MLC,MCC,MEC
4/1/2026 18:00,4/1/2026 23:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,23.1855,-0.6161,-0.3608,24.1624
4/1/2026 19:00,4/2/2026 0:00,SPP,SPPNORTH_HUB,SPPNORTH_H,19.1629,-0.5784,-2.9177,22.659
4/1/2026 19:00,4/2/2026 0:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,24.5122,-0.5824,2.4356,22.659
4/1/2026 20:00,4/2/2026 1:00,SPP,SPPNORTH_HUB,SPPNORTH_H,23.0055,-0.2141,-0.0533,23.2729
4/1/2026 20:00,4/2/2026 1:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,15.4966,-0.8116,-6.9646,23.2728
4/1/2026 21:00,4/2/2026 2:00,SPP,SPPNORTH_HUB,SPPNORTH_H,20.3994,-0.2019,-0.8413,21.4426
4/1/2026 21:00,4/2/2026 2:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,11.3281,-0.7791,-9.3354,21.4426
4/1/2026 22:00,4/2/2026 3:00,SPP,SPPNORTH_HUB,SPPNORTH_H,6.4973,-0.2261,-6.1654,12.8888
4/1/2026 22:00,4/2/2026 3:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,8.3946,-0.4399,-4.0544,12.8889
4/1/2026 23:00,4/2/2026 4:00,SPP,SPPNORTH_HUB,SPPNORTH_H,3.6945,-0.1342,-1.0721,4.9008
4/1/2026 23:00,4/2/2026 4:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,-2.2901,-0.1796,-7.0113,4.9008
4/2/2026 0:00,4/2/2026 5:00,SPP,SPPNORTH_HUB,SPPNORTH_H,-0.407,0.0524,1.3519,-1.8113
4/2/2026 0:00,4/2/2026 5:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,-10.1995,0.0699,-8.4582,-1.8112
