Interval,GMTIntervalEnd,BAA,Settlement Location,Pnode,LMP,MLC,MCC,MEC
6/1/2026 16:00,6/1/2026 21:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,68.9591,1.0081,4.8069,63.1441
6/1/2026 17:00,6/1/2026 22:00,SPP,SPPNORTH_HUB,SPPNORTH_H,66.02,2.4995,-1.5745,65.095
6/1/2026 17:00,6/1/2026 22:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,71.2069,0.2695,5.8425,65.0949
6/1/2026 18:00,6/1/2026 23:00,SPP,SPPNORTH_HUB,SPPNORTH_H,66.02,2.3377,-1.2986,64.9809
6/1/2026 18:00,6/1/2026 23:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,74.2569,0.2637,9.0123,64.9809
6/1/2026 19:00,6/2/2026 00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,62.5738,1.9888,-0.9779,61.5629
6/1/2026 19:00,6/2/2026 00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,66.2849,-0.2031,4.9251,61.5629
6/1/2026 20:00,6/2/2026 01:00,SPP,SPPNORTH_HUB,SPPNORTH_H,57.9593,2.0894,2.5861,53.2838
6/1/2026 20:00,6/2/2026 01:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,63.776,-0.7649,11.257,53.2839
6/1/2026 21:00,6/2/2026 02:00,SPP,SPPNORTH_HUB,SPPNORTH_H,50.8824,1.9244,7.0202,41.9378
6/1/2026 21:00,6/2/2026 02:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,47,-0.9937,6.0559,41.9378
6/1/2026 22:00,6/2/2026 03:00,SPP,SPPNORTH_HUB,SPPNORTH_H,30.0544,1.4669,-1.3053,29.8928
6/1/2026 22:00,6/2/2026 03:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,37.6051,-0.8719,8.5842,29.8928
6/1/2026 23:00,6/2/2026 04:00,SPP,SPPNORTH_HUB,SPPNORTH_H,24.0685,0.9577,-1.4718,24.5826
6/1/2026 23:00,6/2/2026 04:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,27.8959,-0.6635,3.9768,24.5826
6/2/2026 00:00,6/2/2026 05:00,SPP,SPPNORTH_HUB,SPPNORTH_H,19.3219,0.3829,-1.6633,20.6023
6/2/2026 00:00,6/2/2026 05:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,22.4059,-0.3181,2.1216,20.6024
