Interval,GMTIntervalEnd,BAA,Settlement Location,Pnode,LMP,MLC,MCC,MEC
09/23/2026 19:00:00,09/24/2026 00:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,36.9692,-3.7655,-17.7275,58.4622
09/23/2026 19:00:00,09/24/2026 00:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,65.1779,2.1823,4.5334,58.4622
09/23/2026 20:00:00,09/24/2026 01:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,28.6221,-2.3214,-6.1032,37.0467
09/23/2026 20:00:00,09/24/2026 01:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,42.3240,1.1556,4.1217,37.0467
09/23/2026 21:00:00,09/24/2026 02:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,20.8241,-1.4699,-4.9270,27.2210
09/23/2026 21:00:00,09/24/2026 02:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,30.3504,0.5352,2.5944,27.2208
09/23/2026 22:00:00,09/24/2026 03:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,18.8345,-1.4731,-3.8853,24.1929
09/23/2026 22:00:00,09/24/2026 03:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,27.6198,0.3775,3.0494,24.1929
09/23/2026 23:00:00,09/24/2026 04:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,17.6547,-1.2733,-0.7672,19.6952
09/23/2026 23:00:00,09/24/2026 04:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,20.0100,0.1770,0.1377,19.6953
09/24/2026 00:00:00,09/24/2026 05:00:00,SPP,SPPNORTH_HUB,SPPNORTH_H,12.9471,-1.0655,-1.4651,15.4777
09/24/2026 00:00:00,09/24/2026 05:00:00,SPP,SPPSOUTH_HUB,SPPSOUTH_H,14.6492,0.1139,-0.9424,15.4777
